title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,scraped_date,url
3.2 Marla Dai Story Beutifull House For Sale In Ghardan Town Khana Pull Islamabad,PKR 1.5 Crore,15000000,8,7,3 Marla,675.0,22222,House,False,17,"PKR1.5 CroreKhanna East, Islamabad873 MarlaAdded: 4 days ago(Updated: 5 hours ago)SMSCall",89,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_khanna_east_3_2_marla_dai_story_beutifull_house_for_sale_in_ghardan_town_khana_pull_islamabad-54521383-20869-1.html
"3 Marla Double Storey Cornor Brand New House For Sale In New Chatha Bukhtwar, Near Comset University And Park Enclave, Islamabad.",PKR 1.6 Crore,16000000,4,4,3 Marla,675.0,23703,House,False,22,"PKR1.6 CroreChatha Bakhtawar, Islamabad443 MarlaAdded: 5 days ago(Updated: 21 hours ago)SMSCall",95,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_chatha_bakhtawar_3_marla_double_storey_cornor_brand_new_house_for_sale_in_new_chatha_bukhtwar_near_comset_university_and_park_enclave_islamabad-54371443-3153-1.html
"3.5 Marla House And 2 Shops For Sale Demand 16000000/- Gas, Water And Electricity Available 20 Feet Street In Chatha Bukhtwar, Near Milad Choke, Islamabad.",PKR 1.6 Crore,16000000,3,3,3 Marla,675.0,23703,House,False,6,"PKR1.6 CroreChatha Bakhtawar, Islamabad333 MarlaAdded: 5 days ago(Updated: 21 hours ago)SMSCall",95,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_chatha_bakhtawar_3_5_marla_house_and_2_shops_for_sale_demand_16000000_-_gas_water_and_electricity_available_20_feet_street_in_chatha_bukhtwar_near_milad_choke_islamabad-54081163-3153-1.html
Adnan Property Offers A House For Sale,PKR 1.55 Crore,15500000,,,3 Marla,675.0,22962,House,False,9,"PKR1.55 CroreChatha Bakhtawar, Islamabad3 MarlaAdded: 5 days ago(Updated: 21 hours ago)SMSCall",94,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_chatha_bakhtawar_adnan_property_offers_a_house_for_sale-53825441-3153-1.html
New 3 Marla House For Sale Final 60 Lack Electricity Water,PKR 59 Lakh,5900000,2,2,3 Marla,675.0,8740,House,False,32,"PKR59 LakhMarwa Town, Islamabad223 MarlaAdded: 6 days ago(Updated: 21 hours ago)SMSCall",87,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_marwa_town_new_3_marla_house_for_sale_final_60_lack_electricity_water-53233987-10078-1.html
Want To Buy A Prime Location House In Ghauri Town?,PKR 55 Lakh,5500000,2,1,3 Marla,675.0,8148,House,False,8,"PKR55 LakhGhauri Town, Islamabad213 MarlaAdded: 5 days ago(Updated: 21 hours ago)SMSCall",88,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_ghauri_town_want_to_buy_a_prime_location_house_in_ghauri_town-54513587-1314-1.html
Brand New Luxury Single Story House Available For Sale Near Nust Double Road Gate 7.,PKR 75 Lakh,7500000,2,2,3 Marla,675.0,11111,House,False,8,"PKR75 LakhH-13, Islamabad223 MarlaAdded: 1 week ago(Updated: 8 hours ago)SMSCall",80,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_h-13_brand_new_luxury_single_story_house_available_for_sale_near_nust_double_road_gate_7-54458063-1039-1.html
3 Marla Structure House For Sale In Rehman Town,PKR 50 Lakh,5000000,,,3 Marla,675.0,7407,House,False,6,"PKR50 LakhJhangi Syedan, Islamabad3 MarlaAdded: 1 week ago(Updated: 2 days ago)SMSCall",86,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_jhangi_syedan_3_marla_structure_house_for_sale_in_rehman_town-54501773-8851-1.html
3 Marla Single Storey House Available For Sale H 13,PKR 75 Lakh,7500000,1,2,3 Marla,675.0,11111,House,False,10,"PKR75 LakhH-13, Islamabad123 MarlaAdded: 1 week ago(Updated: 2 days ago)SMSCall",79,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_h-13_3_marla_single_storey_house_available_for_sale_h_13-54348404-1039-1.html
Your Dream 3 Marla House Is Available In Opposite I-14,PKR 1.2 Crore,12000000,3,4,3 Marla,675.0,17777,House,False,19,"PKR1.2 CroreI-14, Islamabad343 MarlaAdded: 1 week ago(Updated: 2 days ago)SMSCall",81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_i-14_your_dream_3_marla_house_is_available_in_opposite_i-14-54080274-1045-1.html
3.50 Marla Brand New House For Sale Tramari Chock Lehtrar Road Islamabad  best Location  Serious Buyers Contact,PKR 85 Lakh,8500000,2,3,3 Marla,675.0,12592,House,False,10,"PKR85 LakhTaramrri, Islamabad233 MarlaAdded: 1 week ago(Updated: 21 hours ago)SMSCall",85,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_taramrri_3_50_marla_brand_new_house_for_sale_tramari_chock_lehtrar_road_islamabad_best_location_serious_buyers_contact-54362876-3500-1.html
3 Marla Double Storey House Near Zong Head Office,PKR 1.1 Crore,11000000,4,2,3 Marla,675.0,16296,House,False,13,"PKR1.1 CroreKuri Road, Islamabad423 MarlaAdded: 1 week ago(Updated: 21 hours ago)SMSCall",88,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_kuri_road_3_marla_double_storey_house_near_zong_head_office-54493763-10322-1.html
G11 HOUSE FOR SALE DOBUL STORY,PKR 2.9 Crore,29000000,3,3,3 Marla,675.0,42962,House,False,7,"PKR2.9 CroreG-11/3, G-11333 MarlaAdded: 2 weeks ago(Updated: 2 days ago)SMSCall",79,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/g_11_g-11_3_g11_house_for_sale_dobul_story-54386741-3332-1.html
"Ideal 3 Marla House Available In Paradise Villa Apartments, Islamabad",PKR 1.5 Crore,15000000,3,3,3 Marla,675.0,22222,House,False,,"PKR1.5 CroreParadise Villa Apartments, D-17333 MarlaAdded: 2 weeks ago(Updated: 2 days ago)SMSCall",98,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/d_17_paradise_villa_apartments_ideal_3_marla_house_available_in_paradise_villa_apartments_islamabad-54481575-11039-1.html
Model Valley 2.5 Marla House For Sale On Very Low Price,PKR 47 Lakh,4700000,2,2,3 Marla,675.0,6962,House,False,20,"PKR47 LakhJhangi Syedan, Islamabad223 MarlaAdded: 4 weeks ago(Updated: 2 weeks ago)SMSCall",90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_jhangi_syedan_model_valley_2_5_marla_house_for_sale_on_very_low_price-54094783-8851-1.html
Ideally Located Prime Location House Of 10 Marla Is Available For sale In Islamabad,PKR 4.75 Crore,47500000,4,4,10 Marla,2250.0,21111,House,True,22,super hot221VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_ideally_located_prime_location_house_of_10_marla_is_available_for_sale_in_islamabad-54510778-9233-1.html
Buying A Prime Location House In Top City 1 - Block D,PKR 5.95 Crore,59500000,4,4,10 Marla,2250.0,26444,House,True,27,super hot271VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_buying_a_prime_location_house_in_top_city_1_-_block_d-54510776-9233-1.html
Top location house with top quality construction,PKR 13.85 Crore,138500000,7,6,1 Kanal,4500.0,30777,House,True,50,super hot50Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_top_location_house_with_top_quality_construction-54537328-339-1.html
New House With Basement For Sale,PKR 28 Crore,280000000,9,6,1.2 Kanal,5400.0,51851,House,True,22,super hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/i_8_i-8_2_new_house_with_basement_for_sale-54365410-3442-1.html
10 Marla Barnd New Designer House Available For Sale,PKR 6.75 Crore,67500000,6,6,10 Marla,2250.0,30000,House,True,30,super hot30Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_barnd_new_designer_house_available_for_sale-54485644-11987-1.html
3 Kanal Spacious House Available In Bani Gala For sale,PKR 14 Crore,140000000,6,6,3.5 Kanal,15750.0,8888,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_bani_gala_3_kanal_spacious_house_available_in_bani_gala_for_sale-54474237-340-1.html
1 Kanal Used Solid Construction House For Sale In DHA Phase 1 Sector A,PKR 9.75 Crore,97500000,10,6,1 Kanal,4500.0,21666,House,True,27,super hot27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_1_kanal_used_solid_construction_house_for_sale_in_dha_phase_1_sector_a-54352081-376-1.html
Luxury 5 Marla House For Sale In Faisal Town,PKR 3.15 Crore,31500000,4,4,5.6 Marla,1260.0,25000,House,True,14,super hot141Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_c_luxury_5_marla_house_for_sale_in_faisal_town-54538691-16418-1.html
Dha 2 Kanal Beautiful House With Solar For Sale,PKR 12 Crore,120000000,6,7,1 Kanal,4500.0,26666,House,True,32,super hot321VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_kanal_beautiful_house_with_solar_for_sale-54445680-339-1.html
Bahria enclave islamabad sector N 8marla brand new park face house for sale,PKR 4.25 Crore,42500000,5,6,8 Marla,1800.0,23611,House,True,26,super hot26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_bahria_enclave_islamabad_sector_n_8marla_brand_new_park_face_house_for_sale-54538434-11975-1.html
1 Kanal Owner Built House For Sale In DHA Phase 2 Islamabad,PKR 9.5 Crore,95000000,6,6,1 Kanal,4500.0,21111,House,True,15,hot15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_owner_built_house_for_sale_in_dha_phase_2_islamabad-54137974-339-1.html
"1 Kanal Fully Furnished House ,Back To Main Boulevard, Corner, 50 Ft Wide Street, Sunface , Block C Topcity 1",PKR 13 Crore,130000000,5,5,1 Kanal,4500.0,28888,House,True,8,hot8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_c_1_kanal_fully_furnished_house_back_to_main_boulevard_corner_50_ft_wide_street_sunface_block_c_topcity_1-54350180-9232-1.html
"Majestic 1 Kanal Luxury House For Sale DHA Phase 4, Sector C Islamabad",PKR 9.05 Crore,90500000,5,6,1 Kanal,4500.0,20111,House,False,8,hot8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_4_majestic_1_kanal_luxury_house_for_sale_dha_phase_4_sector_c_islamabad-54389765-8413-1.html
"10 Marla House for Sale in Bahria Enclave, Islamabad",PKR 5 Crore,50000000,5,5,10 Marla,2250.0,22222,House,False,19,hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/bahria_town_bahria_enclave_10_marla_house_for_sale_in_bahria_enclave_islamabad-54433845-1705-1.html
1500 Square Feet House Up For Sale In G-10/4,PKR 5.2 Crore,52000000,3,3,6.7 Marla,1507.5,34494,House,False,,hotShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,82,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/g_10_g-10_4_1500_square_feet_house_up_for_sale_in_g-10_4-54424648-3327-1.html
PHA Officer Residencia 8 Marla Gray Structure For Sale,PKR 3 Crore,30000000,5,6,8 Marla,1800.0,16666,Commercial,False,5,hot5Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/kuri_road_phaf_officers_residencia_pha_officer_residencia_8_marla_gray_structure_for_sale-54506212-13099-1.html
Brand New 1 Kanal Designer House for Sale in DHA Phase 2 | VIP Luxury Living | Prime Location,PKR 14.5 Crore,145000000,5,6,1 Kanal,4500.0,32222,House,False,18,hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_1_kanal_designer_house_for_sale_in_dha_phase_2_vip_luxury_living_prime_location-54511030-339-1.html
Simple & Effective Titles 1 Kanal Beautiful House For Sale In DHA Phase 2,PKR 12.25 Crore,122500000,7,7,1 Kanal,4500.0,27222,House,True,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_simple_effective_titles_1_kanal_beautiful_house_for_sale_in_dha_phase_2-54131304-339-1.html
1 Kanal Corner House Available For Sale at DHA 2,PKR 11 Crore,110000000,6,7,1 Kanal,4500.0,24444,House,True,17,17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_corner_house_available_for_sale_at_dha_2-54105181-339-1.html
1 Kanal Spanish Villa For Sale In DHA Phase 2,PKR 13.25 Crore,132500000,5,6,1 Kanal,4500.0,29444,House,True,14,14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_spanish_villa_for_sale_in_dha_phase_2-54156053-339-1.html
1 Kanal Beautiful House For Sale In DHA Phase 2 In Islamabad,PKR 11 Crore,110000000,8,6,1 Kanal,4500.0,24444,House,True,27,27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_beautiful_house_for_sale_in_dha_phase_2_in_islamabad-54414684-339-1.html
